"Gene","Tau","InteractionType","ARC_Connected","ARC_Connected_Threshold","Dataset"
"SDCBP",0.215013776,"Ind",3,"3","PPI"
"SDF2L1",0.253630035,"Ind",1,"1","PPI"
"SDHA",0.168314449,"Ind",1,"1","PPI"
"SEC13",0.153809977,"Ind",1,"1","PPI"
"SEC16A",0.155315635,"Ind",4,"4+","PPI"
"SEC22B",0.218056054,"Ind",1,"1","PPI"
"SEC23A",0.2659478,"Ind",1,"1","PPI"
"SEC23B",0.218318905,"Ind",1,"1","PPI"
"SEC24A",0.165372552,"Ind",1,"1","PPI"
"SEC24D",0.251830051,"Ind",1,"1","PPI"
"SEC61B",0.098616565,"Ind",6,"4+","PPI"
"SEC62",0.143290498,"Ind",1,"1","PPI"
"SEC63",0.17970686,"Ind",1,"1","PPI"
"SEH1L",0.197109874,"Ind",1,"1","PPI"
"SEL1L",0.346523614,"Ind",2,"2","PPI"
"SELP",0.440782388,"Ind",1,"1","PPI"
"SEMA4C",0.331268043,"Ind",1,"1","PPI"
"SENP1",0.531178872,"Ind",1,"1","PPI"
"SENP2",0.306475096,"Ind",1,"1","PPI"
"SENP3",0.122497776,"Ind",2,"2","PPI"
"SEPHS1",0.179415155,"Ind",1,"1","PPI"
"SERBP1",0.145752466,"Ind",2,"2","PPI"
"SERPINA1",0.70031944,"Ind",1,"1","PPI"
"SERPINB5",0.832834714,"Ind",2,"2","PPI"
"SERPINF2",0.655662654,"Ind",1,"1","PPI"
"SERPINH1",0.231916917,"Ind",2,"2","PPI"
"SERTAD1",0.251414127,"Ind",4,"4+","PPI"
"SERTAD4",0.612797701,"Ind",1,"1","PPI"
"SET",0.093646514,"Ind",1,"1","PPI"
"SETD1A",0.276659311,"Ind",1,"1","PPI"
"SETD7",0.252788841,"Ind",2,"2","PPI"
"SETDB1",0.220420544,"Ind",1,"1","PPI"
"SF1",0.11867907,"Ind",2,"2","PPI"
"SF3A1",0.150850769,"Ind",2,"2","PPI"
"SF3A2",0.171142142,"Ind",3,"3","PPI"
"SF3A3",0.142658487,"Ind",3,"3","PPI"
"SF3B1",0.122088582,"Ind",3,"3","PPI"
"SF3B2",0.115456724,"Ind",1,"1","PPI"
"SF3B3",0.178444488,"Ind",3,"3","PPI"
"SF3B4",0.158056392,"Ind",3,"3","PPI"
"SF3B6",0.077935523,"Ind",2,"2","PPI"
"SFI1",0.29325091,"Ind",1,"1","PPI"
"SFN",0.646488435,"Ind",2,"2","PPI"
"SFPQ",0.149097242,"Ind",3,"3","PPI"
"SFR1",0.514584257,"Ind",1,"1","PPI"
"SFRP1",0.453151206,"Ind",1,"1","PPI"
"SFRP2",0.414186046,"Ind",1,"1","PPI"
"SFSWAP",0.197808638,"Ind",1,"1","PPI"
"SFTPC",0.970621511,"Ind",1,"1","PPI"
"SFXN1",0.259149525,"Ind",3,"3","PPI"
"SGIP1",0.644428656,"Ind",1,"1","PPI"
"SGK1",0.31085073,"Ind",1,"1","PPI"
"SGK2",0.657513065,"Ind",1,"1","PPI"
"SGPL1",0.223664253,"Ind",1,"1","PPI"
"SGTA",0.114823059,"Ind",1,"1","PPI"
"SH2B2",0.506405348,"Ind",2,"2","PPI"
"SH2D3A",0.440529411,"Ind",1,"1","PPI"
"SH2D3C",0.42376247,"Ind",1,"1","PPI"
"SH2D4A",0.480731228,"Ind",1,"1","PPI"
"SH3BP4",0.408279642,"Ind",2,"2","PPI"
"SH3GL2",0.852239971,"Ind",2,"2","PPI"
"SH3GL3",0.943482933,"Ind",2,"2","PPI"
"SH3GLB1",0.162236442,"Ind",1,"1","PPI"
"SH3KBP1",0.406373211,"Ind",4,"4+","PPI"
"SH3RF1",0.282509807,"Ind",2,"2","PPI"
"SH3RF2",0.681526044,"Ind",1,"1","PPI"
"SH3YL1",0.285153851,"Ind",2,"2","PPI"
"SHANK1",0.936804778,"Ind",3,"3","PPI"
"SHANK2",0.760789746,"Ind",3,"3","PPI"
"SHANK3",0.369724622,"Ind",1,"1","PPI"
"SHC1",0.14758368,"Ind",3,"3","PPI"
"SHC2",0.26856867,"Ind",1,"1","PPI"
"SHC4",0.903555904,"Ind",2,"2","PPI"
"SHMT2",0.252579789,"Ind",2,"2","PPI"
"SHOC2",0.181224688,"Ind",2,"2","PPI"
"SHPRH",0.542375772,"Ind",1,"1","PPI"
"SIAH1",0.301433322,"Ind",3,"3","PPI"
"SIAH2",0.255853201,"Ind",4,"4+","PPI"
"SIK1",0.609683459,"Ind",1,"1","PPI"
"SIK2",0.287851706,"Ind",2,"2","PPI"
"SIKE1",0.153800329,"Ind",1,"1","PPI"
"SIN3A",0.197664819,"Ind",3,"3","PPI"
"SIN3B",0.21822307,"Ind",2,"2","PPI"
"SIPA1L1",0.285302062,"Ind",1,"1","PPI"
"SIRPA",0.267966419,"Ind",2,"2","PPI"
"SIRT1",0.258035299,"Ind",4,"4+","PPI"
"SIRT3",0.255590048,"Ind",3,"3","PPI"
"SIRT6",0.146296871,"Ind",1,"1","PPI"
"SIRT7",0.199201371,"Ind",2,"2","PPI"
"SIVA1",0.157820642,"Ind",3,"3","PPI"
"SKI",0.234314426,"Ind",2,"2","PPI"
"SKIL",0.266477377,"Ind",3,"3","PPI"
"SKP1",0.147815763,"Ind",4,"4+","PPI"
"SKP2",0.284881933,"Ind",4,"4+","PPI"
"SLAIN1",0.656879818,"Ind",1,"1","PPI"
"SLAIN2",0.248742177,"Ind",2,"2","PPI"
"SLAMF1",0.921376332,"Ind",2,"2","PPI"
"SLBP",0.227424299,"Ind",3,"3","PPI"
"SLC22A12",1,"Ind",1,"1","PPI"
"SLC22A4",0.719624115,"Ind",1,"1","PPI"
"SLC25A11",0.168067382,"Ind",2,"2","PPI"
"SLC25A12",0.299181998,"Ind",1,"1","PPI"
"SLC25A13",0.318452539,"Ind",2,"2","PPI"
"SLC25A3",0.097641233,"Ind",1,"1","PPI"
"SLC25A46",0.139679268,"Ind",1,"1","PPI"
"SLC25A5",0.124792789,"Ind",2,"2","PPI"
"SLC25A6",0.124753335,"Ind",1,"1","PPI"
"SLC26A4-AS1",0.987494403,"Ind",1,"1","PPI"
"SLC2A4",0.569909794,"Ind",1,"1","PPI"
"SLC34A1",1,"Ind",1,"1","PPI"
"SLC3A2",0.115335836,"Ind",1,"1","PPI"
"SLC4A1",0.94184075,"Ind",4,"4+","PPI"
"SLC4A7",0.315690965,"Ind",1,"1","PPI"
"SLC6A15",0.930526842,"Ind",1,"1","PPI"
"SLC7A11",0.803721424,"Ind",1,"1","PPI"
"SLC7A11-AS1",1,"Ind",1,"1","PPI"
"SLC7A5",0.406367733,"Ind",1,"1","PPI"
"SLC9A1",0.243141369,"Ind",2,"2","PPI"
"SLC9A3",0.663945669,"Ind",1,"1","PPI"
"SLC9A3R1",0.23144906,"Ind",4,"4+","PPI"
"SLC9A3R2",0.259053302,"Ind",4,"4+","PPI"
"SLC9A5",0.763103897,"Ind",1,"1","PPI"
"SLIRP",0.124310678,"Ind",1,"1","PPI"
"SLK",0.207491338,"Ind",2,"2","PPI"
"SLMAP",0.351308946,"Ind",1,"1","PPI"
"SLTM",0.125380642,"Ind",2,"2","PPI"
"SLX1A",0.608876509,"Ind",1,"1","PPI"
"SLX4",0.586727482,"Ind",2,"2","PPI"
"SLX4IP",0.484968649,"Ind",1,"1","PPI"
"SMAD1",0.330229935,"Ind",2,"2","PPI"
"SMAD2",0.336585667,"Ind",4,"4+","PPI"
"SMAD3",0.207997683,"Ind",5,"4+","PPI"
"SMAD4",0.179492585,"Ind",3,"3","PPI"
"SMAP2",0.430547393,"Ind",2,"2","PPI"
"SMARCA2",0.261474602,"Ind",4,"4+","PPI"
"SMARCA4",0.220062942,"Ind",4,"4+","PPI"
"SMARCA5",0.185667619,"Ind",1,"1","PPI"
"SMARCB1",0.183093288,"Ind",3,"3","PPI"
"SMARCC1",0.171671978,"Ind",3,"3","PPI"
"SMARCC2",0.146627427,"Ind",3,"3","PPI"
"SMARCD1",0.134635251,"Ind",3,"3","PPI"
"SMARCD2",0.146950912,"Ind",1,"1","PPI"
"SMARCD3",0.193500423,"Ind",2,"2","PPI"
"SMARCE1",0.213791381,"Ind",4,"4+","PPI"
"SMC1A",0.203873034,"Ind",2,"2","PPI"
"SMC2",0.46339752,"Ind",1,"1","PPI"
"SMC3",0.258996166,"Ind",2,"2","PPI"
"SMC4",0.422271313,"Ind",2,"2","PPI"
"SMCHD1",0.221784906,"Ind",1,"1","PPI"
"SMG1",0.21014724,"Ind",1,"1","PPI"
"SMG5",0.084339757,"Ind",1,"1","PPI"
"SMG6",0.284606738,"Ind",2,"2","PPI"
"SMG7",0.247470514,"Ind",1,"1","PPI"
"SMN1",0.330585124,"Ind",2,"2","PPI"
"SMN2",0.394855612,"Ind",2,"2","PPI"
"SMU1",0.163218007,"Ind",1,"1","PPI"
"SMURF1",0.231455267,"Ind",4,"4+","PPI"
"SMURF2",0.274202735,"Ind",3,"3","PPI"
"SMYD2",0.26946205,"Ind",2,"2","PPI"
"SMYD3",0.443953035,"Ind",3,"3","PPI"
"SNAI1",0.35869383,"Ind",2,"2","PPI"
"SNAP23",0.179187912,"Ind",6,"4+","PPI"
"SNAP25",0.815049539,"Ind",1,"1","PPI"
"SNAP91",0.939607546,"Ind",1,"1","PPI"
"SNAPC1",0.416844955,"Ind",1,"1","PPI"
"SNAPC2",0.286391377,"Ind",1,"1","PPI"
"SNAPC4",0.350353588,"Ind",1,"1","PPI"
"SNAPC5",0.135679491,"Ind",1,"1","PPI"
"SNCA",0.608892381,"Ind",3,"3","PPI"
"SNCAIP",0.715932268,"Ind",1,"1","PPI"
"SND1",0.140977993,"Ind",2,"2","PPI"
"SNIP1",0.295210583,"Ind",2,"2","PPI"
"SNRNP200",0.134058532,"Ind",4,"4+","PPI"
"SNRNP27",0.151013981,"Ind",1,"1","PPI"
"SNRNP40",0.172808994,"Ind",2,"2","PPI"
"SNRNP70",0.119752489,"Ind",3,"3","PPI"
"SNRPA",0.131382669,"Ind",3,"3","PPI"
"SNRPA1",0.187415782,"Ind",4,"4+","PPI"
"SNRPB",0.098696533,"Ind",1,"1","PPI"
"SNRPB2",0.13953069,"Ind",3,"3","PPI"
"SNRPC",0.170035117,"Ind",2,"2","PPI"
"SNRPD1",0.164773838,"Ind",4,"4+","PPI"
"SNRPD2",0.139029515,"Ind",3,"3","PPI"
"SNRPD3",0.080357943,"Ind",3,"3","PPI"
"SNRPE",0.167365368,"Ind",3,"3","PPI"
"SNRPF",0.123623214,"Ind",2,"2","PPI"
"SNRPG",0.102612303,"Ind",2,"2","PPI"
"SNRPN",0.301049175,"Ind",2,"2","PPI"
"SNW1",0.133079689,"Ind",3,"3","PPI"
"SNX13",0.235214086,"Ind",1,"1","PPI"
"SNX17",0.087419641,"Ind",1,"1","PPI"
"SNX2",0.145751749,"Ind",1,"1","PPI"
"SNX5",0.235643896,"Ind",1,"1","PPI"
"SNX9",0.211401748,"Ind",2,"2","PPI"
"SOAT1",0.50734106,"Ind",1,"1","PPI"
"SOCS1",0.354036798,"Ind",2,"2","PPI"
"SOCS2",0.424274857,"Ind",2,"2","PPI"
"SOCS3",0.318638126,"Ind",2,"2","PPI"
"SOCS6",0.222954269,"Ind",4,"4+","PPI"
"SOCS7",0.50994257,"Ind",1,"1","PPI"
"SOD1",0.141131054,"Ind",3,"3","PPI"
"SORBS3",0.213653794,"Ind",3,"3","PPI"
"SORL1",0.52295515,"Ind",1,"1","PPI"
"SORT1",0.349063445,"Ind",1,"1","PPI"
"SOS1",0.21761299,"Ind",3,"3","PPI"
"SOS2",0.157264353,"Ind",1,"1","PPI"
"SOST",0.981149783,"Ind",1,"1","PPI"
"SOSTDC1",0.749269854,"Ind",1,"1","PPI"
"SOX2",0.752843496,"Ind",2,"2","PPI"
"SOX4",0.434939414,"Ind",2,"2","PPI"
"SP1",0.162575595,"Ind",5,"4+","PPI"
"SP2",0.149482867,"Ind",1,"1","PPI"
"SP3",0.206753235,"Ind",3,"3","PPI"
"SP4",0.449119307,"Ind",1,"1","PPI"
"SP7",1,"Ind",1,"1","PPI"
"SPAG1",0.537816633,"Ind",1,"1","PPI"
"SPARC",0.229890938,"Ind",2,"2","PPI"
"SPAST",0.199461302,"Ind",1,"1","PPI"
"SPATA2",0.379993085,"Ind",1,"1","PPI"
"SPATA2L",0.360145492,"Ind",2,"2","PPI"
"SPATA5L1",0.218406599,"Ind",1,"1","PPI"
"SPC25",0.831641027,"Ind",1,"1","PPI"
"SPEN",0.191048861,"Ind",2,"2","PPI"
"SPI1",0.603348319,"Ind",2,"2","PPI"
"SPIN4",0.412675054,"Ind",1,"1","PPI"
"SPINT2",0.314530647,"Ind",1,"1","PPI"
"SPN",0.904887429,"Ind",1,"1","PPI"
"SPOP",0.216216018,"Ind",4,"4+","PPI"
"SPOPL",0.300471952,"Ind",1,"1","PPI"
"SPRED2",0.244520426,"Ind",1,"1","PPI"
"SPRR2A",0.882153823,"Ind",1,"1","PPI"
"SPRTN",0.512798455,"Ind",1,"1","PPI"
"SPRY2",0.31034099,"Ind",3,"3","PPI"
"SPSB4",0.920901285,"Ind",1,"1","PPI"
"SPTA1",0.938876765,"Ind",1,"1","PPI"
"SPTAN1",0.199843515,"Ind",3,"3","PPI"
"SPTBN1",0.253785784,"Ind",2,"2","PPI"
"SPTBN2",0.651650104,"Ind",1,"1","PPI"
"SQSTM1",0.169118073,"Ind",5,"4+","PPI"
"SRC",0.244407992,"Ind",3,"3","PPI"
"SRCAP",0.146189579,"Ind",1,"1","PPI"
"SRCIN1",0.834577861,"Ind",2,"2","PPI"
"SREBF1",0.305851568,"Ind",1,"1","PPI"
"SREBF2",0.195094001,"Ind",1,"1","PPI"
"SREK1",0.190140107,"Ind",1,"1","PPI"
"SRF",0.232572314,"Ind",2,"2","PPI"
"SRI",0.170008161,"Ind",1,"1","PPI"
"SRP72",0.1506668,"Ind",1,"1","PPI"
"SRPK1",0.333960061,"Ind",3,"3","PPI"
"SRPK2",0.443449887,"Ind",4,"4+","PPI"
"SRPK3",0.690044598,"Ind",1,"1","PPI"
"SRRM1",0.195135668,"Ind",2,"2","PPI"
"SRRM2",0.112976608,"Ind",3,"3","PPI"
"SRRM4",0.986727437,"Ind",1,"1","PPI"
"SRSF1",0.120051395,"Ind",5,"4+","PPI"
"SRSF10",0.164420618,"Ind",2,"2","PPI"
"SRSF11",0.134989333,"Ind",2,"2","PPI"
"SRSF12",0.903187141,"Ind",2,"2","PPI"
"SRSF2",0.093120786,"Ind",2,"2","PPI"
"SRSF3",0.129915944,"Ind",2,"2","PPI"
"SRSF5",0.121935251,"Ind",1,"1","PPI"
"SRSF6",0.138778108,"Ind",2,"2","PPI"
"SRSF7",0.134071077,"Ind",2,"2","PPI"
"SRSF8",0.160310606,"Ind",2,"2","PPI"
"SRSF9",0.130550533,"Ind",2,"2","PPI"
"SS18",0.164731017,"Ind",1,"1","PPI"
"SS18L1",0.152724286,"Ind",1,"1","PPI"
"SSB",0.142944423,"Ind",1,"1","PPI"
"SSBP1",0.08634239,"Ind",3,"3","PPI"
"SSBP2",0.323085589,"Ind",1,"1","PPI"
"SSBP3",0.258688289,"Ind",1,"1","PPI"
"SSR3",0.161727495,"Ind",1,"1","PPI"
"SSRP1",0.117705798,"Ind",2,"2","PPI"
"SSTR1",0.741879276,"Ind",1,"1","PPI"
"SSX2IP",0.677934644,"Ind",2,"2","PPI"
"ST7",0.261094355,"Ind",1,"1","PPI"
"STAG2",0.179905966,"Ind",2,"2","PPI"
"STAM",0.143352189,"Ind",1,"1","PPI"
"STAM2",0.178647071,"Ind",1,"1","PPI"
"STAMBP",0.197866794,"Ind",1,"1","PPI"
"STAMBPL1",0.53118866,"Ind",1,"1","PPI"
"STARD9",0.429518661,"Ind",1,"1","PPI"
"STAT1",0.249108762,"Ind",3,"3","PPI"
"STAT2",0.164738083,"Ind",1,"1","PPI"
"STAT3",0.13365936,"Ind",4,"4+","PPI"
"STAT5A",0.276204372,"Ind",3,"3","PPI"
"STAT5B",0.191256085,"Ind",2,"2","PPI"
"STAT6",0.134042811,"Ind",2,"2","PPI"
"STAU1",0.132407413,"Ind",4,"4+","PPI"
"STAU2",0.236924539,"Ind",1,"1","PPI"
"STBD1",0.420010203,"Ind",1,"1","PPI"
"STIL",0.859880142,"Ind",2,"2","PPI"
"STIM2",0.264650447,"Ind",1,"1","PPI"
"STIP1",0.198648516,"Ind",2,"2","PPI"
"STK11",0.296271677,"Ind",2,"2","PPI"
"STK24",0.250171388,"Ind",1,"1","PPI"
"STK25",0.176622439,"Ind",1,"1","PPI"
"STK26",0.61797953,"Ind",1,"1","PPI"
"STK3",0.303279686,"Ind",3,"3","PPI"
"STK33",0.673452614,"Ind",2,"2","PPI"
"STK36",0.326932261,"Ind",1,"1","PPI"
"STK38",0.185728678,"Ind",1,"1","PPI"
"STK4",0.418452185,"Ind",3,"3","PPI"
"STK40",0.191089666,"Ind",1,"1","PPI"
"STOM",0.179300268,"Ind",2,"2","PPI"
"STON2",0.558561852,"Ind",1,"1","PPI"
"STRADA",0.273743917,"Ind",1,"1","PPI"
"STRADB",0.268748561,"Ind",1,"1","PPI"
"STRAP",0.08336723,"Ind",2,"2","PPI"
"STRBP",0.541365699,"Ind",2,"2","PPI"
"STRIP1",0.171048181,"Ind",1,"1","PPI"
"STRIP2",0.832934987,"Ind",1,"1","PPI"
"STRN",0.249811767,"Ind",1,"1","PPI"
"STRN3",0.163089417,"Ind",1,"1","PPI"
"STRN4",0.2458549,"Ind",1,"1","PPI"
"STUB1",0.081366674,"Ind",4,"4+","PPI"
"STX12",0.257653505,"Ind",1,"1","PPI"
"STX17",0.167629981,"Ind",2,"2","PPI"
"STX1A",0.617833474,"Ind",1,"1","PPI"
"STX4",0.143526342,"Ind",1,"1","PPI"
"STX5",0.128452092,"Ind",1,"1","PPI"
"STX7",0.293231437,"Ind",3,"3","PPI"
"STYK1",0.770762205,"Ind",1,"1","PPI"
"STYX",0.284564176,"Ind",2,"2","PPI"
"SUDS3",0.152617988,"Ind",1,"1","PPI"
"SUFU",0.265031554,"Ind",1,"1","PPI"
"SUGP1",0.255835596,"Ind",1,"1","PPI"
"SUGT1",0.231096258,"Ind",2,"2","PPI"
"SUMO1",0.085273186,"Ind",1,"1","PPI"
"SUMO2",0.121900087,"Ind",2,"2","PPI"
"SUMO3",0.079153043,"Ind",1,"1","PPI"
"SUN2",0.230515647,"Ind",2,"2","PPI"
"SUPT16H",0.154185964,"Ind",2,"2","PPI"
"SUPT20H",0.229827693,"Ind",3,"3","PPI"
"SUPT3H",0.457555135,"Ind",3,"3","PPI"
"SUPT5H",0.197586275,"Ind",1,"1","PPI"
"SUPT6H",0.094882189,"Ind",1,"1","PPI"
"SUPT7L",0.145813217,"Ind",1,"1","PPI"
"SURF1",0.08764985,"Ind",2,"2","PPI"
"SURF6",0.151732275,"Ind",1,"1","PPI"
"SUSD2",0.49746682,"Ind",1,"1","PPI"
"SUV39H1",0.309274074,"Ind",1,"1","PPI"
"SVIL",0.414637782,"Ind",3,"3","PPI"
"SWSAP1",0.41637056,"Ind",1,"1","PPI"
"SYBU",0.409723097,"Ind",2,"2","PPI"
"SYCP2",0.773618141,"Ind",1,"1","PPI"
"SYF2",0.179221695,"Ind",1,"1","PPI"
"SYK",0.520407358,"Ind",2,"2","PPI"
"SYN1",0.856229322,"Ind",3,"3","PPI"
"SYN3",0.964177987,"Ind",2,"2","PPI"
"SYNCRIP",0.152283956,"Ind",4,"4+","PPI"
"SYNE2",0.273605564,"Ind",2,"2","PPI"
"SYNGAP1",0.389367435,"Ind",1,"1","PPI"
"SYNJ1",0.359075681,"Ind",1,"1","PPI"
"SYNM",0.435147937,"Ind",1,"1","PPI"
"SYNPO",0.374513343,"Ind",1,"1","PPI"
"SYNRG",0.229220968,"Ind",1,"1","PPI"
"SYT1",0.867928549,"Ind",2,"2","PPI"
"SYT2",0.961199042,"Ind",1,"1","PPI"
"SYVN1",0.133837047,"Ind",3,"3","PPI"
"TAB2",0.17045916,"Ind",5,"4+","PPI"
"TACC1",0.236830962,"Ind",2,"2","PPI"
"TACC2",0.454115605,"Ind",1,"1","PPI"
"TACC3",0.575868633,"Ind",1,"1","PPI"
"TADA1",0.22496893,"Ind",3,"3","PPI"
"TADA2A",0.317061959,"Ind",2,"2","PPI"
"TADA2B",0.204054906,"Ind",3,"3","PPI"
"TADA3",0.141102889,"Ind",4,"4+","PPI"
"TAF1",0.212668,"Ind",1,"1","PPI"
"TAF10",0.217576835,"Ind",3,"3","PPI"
"TAF12",0.214222315,"Ind",3,"3","PPI"
"TAF15",0.13047009,"Ind",2,"2","PPI"
"TAF1B",0.309303152,"Ind",1,"1","PPI"
"TAF2",0.196444304,"Ind",1,"1","PPI"
"TAF4",0.323102619,"Ind",1,"1","PPI"
"TAF5L",0.313376941,"Ind",1,"1","PPI"
"TAF6L",0.185870277,"Ind",3,"3","PPI"
"TAF8",0.26997898,"Ind",2,"2","PPI"
"TAF9",0.303205205,"Ind",3,"3","PPI"
"TAF9B",0.205316302,"Ind",1,"1","PPI"
"TAL1",0.572441653,"Ind",3,"3","PPI"
"TANC2",0.497749419,"Ind",1,"1","PPI"
"TANK",0.172442245,"Ind",1,"1","PPI"
"TAOK2",0.188928852,"Ind",1,"1","PPI"
"TARDBP",0.120950651,"Ind",3,"3","PPI"
"TARS2",0.125085849,"Ind",1,"1","PPI"
"TAX1BP1",0.159206119,"Ind",1,"1","PPI"
"TAX1BP3",0.220977819,"Ind",2,"2","PPI"
"TBC1D25",0.155711862,"Ind",1,"1","PPI"
"TBC1D4",0.384553977,"Ind",2,"2","PPI"
"TBC1D5",0.196590403,"Ind",1,"1","PPI"
"TBC1D7",0.326001142,"Ind",1,"1","PPI"
"TBK1",0.196977125,"Ind",2,"2","PPI"
"TBL1X",0.389824517,"Ind",1,"1","PPI"
"TBL2",0.503296633,"Ind",1,"1","PPI"
"TBL3",0.288268805,"Ind",1,"1","PPI"
"TBP",0.315748847,"Ind",3,"3","PPI"
"TBPL1",0.512198573,"Ind",1,"1","PPI"
"TBX2",0.415725162,"Ind",1,"1","PPI"
"TBXA2R",0.66131735,"Ind",1,"1","PPI"
"TCERG1",0.14463052,"Ind",3,"3","PPI"
"TCF12",0.265984021,"Ind",1,"1","PPI"
"TCF3",0.306971656,"Ind",2,"2","PPI"
"TCF4",0.312716402,"Ind",2,"2","PPI"
"TCHP",0.214240712,"Ind",2,"2","PPI"
"TCL1A",0.91897031,"Ind",1,"1","PPI"
"TCP1",0.126610665,"Ind",3,"3","PPI"
"TCTN2",0.350290156,"Ind",1,"1","PPI"
"TDG",0.167905921,"Ind",3,"3","PPI"
"TDRD7",0.3757602,"Ind",3,"3","PPI"
"TEAD1",0.313799713,"Ind",1,"1","PPI"
"TEAD3",0.298973368,"Ind",1,"1","PPI"
"TEAD4",0.452790498,"Ind",1,"1","PPI"
"TECR",0.166104216,"Ind",1,"1","PPI"
"TERF1",0.273298979,"Ind",4,"4+","PPI"
"TERF2",0.185745105,"Ind",2,"2","PPI"
"TERF2IP",0.228884212,"Ind",2,"2","PPI"
"TERT",1,"Ind",3,"3","PPI"
"TES",0.334218427,"Ind",2,"2","PPI"
"TESC",0.388462516,"Ind",1,"1","PPI"
"TET2",0.342652934,"Ind",3,"3","PPI"
"TEX10",0.263976775,"Ind",1,"1","PPI"
"TEX101",0.990681454,"Ind",1,"1","PPI"
"TEX11",0.973445869,"Ind",2,"2","PPI"
"TEX28",1,"Ind",1,"1","PPI"
"TFAM",0.361356812,"Ind",2,"2","PPI"
"TFAP2A",0.831677996,"Ind",2,"2","PPI"
"TFAP2C",0.742392185,"Ind",1,"1","PPI"
"TFAP4",0.25994807,"Ind",2,"2","PPI"
"TFCP2",0.139556253,"Ind",1,"1","PPI"
"TFDP1",0.183776724,"Ind",2,"2","PPI"
"TFDP2",0.290901086,"Ind",2,"2","PPI"
"TFE3",0.128420292,"Ind",1,"1","PPI"
"TFF3",0.650566123,"Ind",5,"4+","PPI"
"TFG",0.105506408,"Ind",1,"1","PPI"
"TFIP11",0.26461595,"Ind",3,"3","PPI"
"TFPT",0.204831219,"Ind",1,"1","PPI"
"TFRC",0.347871666,"Ind",5,"4+","PPI"
"TGFA",0.626416009,"Ind",2,"2","PPI"
"TGFB1",0.320957563,"Ind",2,"2","PPI"
"TGFB2",0.564425948,"Ind",1,"1","PPI"
"TGFBR1",0.29809152,"Ind",2,"2","PPI"
"TGFBR2",0.217299885,"Ind",1,"1","PPI"
"TGOLN2",0.134634185,"Ind",1,"1","PPI"
"TGS1",0.175619667,"Ind",1,"1","PPI"
"THBS1",0.294152615,"Ind",1,"1","PPI"
"THEM6",0.182490925,"Ind",1,"1","PPI"
"THOC1",0.202901408,"Ind",1,"1","PPI"
"THOC2",0.167849612,"Ind",1,"1","PPI"
"THOC3",0.493140494,"Ind",1,"1","PPI"
"THOC5",0.261235671,"Ind",1,"1","PPI"
"THOC6",0.151907823,"Ind",1,"1","PPI"
"THOC7",0.112241333,"Ind",1,"1","PPI"
"THRA",0.265771821,"Ind",2,"2","PPI"
"THRAP3",0.094309795,"Ind",3,"3","PPI"
"THRB",0.511151366,"Ind",1,"1","PPI"
"THUMPD3",0.358345312,"Ind",1,"1","PPI"
"THY1",0.428225053,"Ind",1,"1","PPI"
"TIAL1",0.165362836,"Ind",1,"1","PPI"
"TIAM1",0.614983411,"Ind",1,"1","PPI"
"TICAM2",0.267021831,"Ind",1,"1","PPI"
"TIFA",0.442475708,"Ind",1,"1","PPI"
"TIMM13",0.13592581,"Ind",1,"1","PPI"
"TIMM50",0.277669861,"Ind",2,"2","PPI"
"TIMMDC1",0.074941549,"Ind",1,"1","PPI"
"TIMP2",0.241739137,"Ind",1,"1","PPI"
"TINF2",0.105096717,"Ind",2,"2","PPI"
"TIPIN",0.588629972,"Ind",1,"1","PPI"
"TJAP1",0.178307381,"Ind",1,"1","PPI"
"TJP1",0.313898696,"Ind",2,"2","PPI"
"TLE1",0.265030251,"Ind",3,"3","PPI"
"TLE3",0.309919266,"Ind",1,"1","PPI"
"TLE4",0.513769186,"Ind",2,"2","PPI"
"TLK1",0.173420044,"Ind",2,"2","PPI"
"TLK2",0.33695935,"Ind",1,"1","PPI"
"TLN1",0.245227267,"Ind",1,"1","PPI"
"TLR3",0.456316214,"Ind",1,"1","PPI"
"TLR4",0.482605154,"Ind",1,"1","PPI"
"TLX1",0.978875178,"Ind",1,"1","PPI"
"TM9SF3",0.131384498,"Ind",1,"1","PPI"
"TMED10",0.112357219,"Ind",3,"3","PPI"
"TMED2",0.083023084,"Ind",1,"1","PPI"
"TMED9",0.090399505,"Ind",2,"2","PPI"
"TMEM106C",0.187150258,"Ind",1,"1","PPI"
"TMEM128",0.16279197,"Ind",1,"1","PPI"
"TMEM218",0.204850732,"Ind",1,"1","PPI"
"TMEM231",0.541350096,"Ind",1,"1","PPI"
"TMEM259",0.108179736,"Ind",1,"1","PPI"
"TMEM33",0.173739416,"Ind",1,"1","PPI"
"TMEM59",0.110578228,"Ind",1,"1","PPI"
"TMEM70",0.342691714,"Ind",1,"1","PPI"
"TMOD1",0.342632007,"Ind",1,"1","PPI"
"TMOD3",0.337303911,"Ind",2,"2","PPI"
"TMPO",0.297438081,"Ind",3,"3","PPI"
"TMPRSS11B",0.912383478,"Ind",3,"3","PPI"
"TMPRSS2",0.686643141,"Ind",3,"3","PPI"
"TMPRSS4",0.772257635,"Ind",3,"3","PPI"
"TMSB4X",0.14900626,"Ind",1,"1","PPI"
"TMX1",0.153714499,"Ind",1,"1","PPI"
"TNF",0.924986066,"Ind",1,"1","PPI"
"TNFAIP3",0.342706004,"Ind",2,"2","PPI"
"TNFRSF1A",0.118891547,"Ind",4,"4+","PPI"
